Product,Consumer complaint narrative
Mortgage,I was told I could not get modification ok.so I was read on XXXX XXXX XXXX web hardest hit funds programs and XXXX XXXX XXXX home equity assistance or and repayment plans of up to 12 months to help catch up on a past due payments and I was not told about this forbearance I can do that all so I did not no they had all these programs I only no about the modification program I found this on XXXX XXXX XXXX web I do n't need my payment to be reduce i can pay that and all so and extra {$500.00} a month to caught up I 'm out of work because I was XXXX by a lady and she was very XXXX and that why I 'm out of work these last four year I ben having not such good luck first I had XXXX XXXX and I beat that thank to XXXX and now XXXX XXXX XXXX XXXX and both of my XXXX XXXX XXXX XXXX XXXX XXXX XXXX and I have XXXX XXXX XXXX XXXX I did not ask for this. all I 'm ask for to be able to pay a full note and {$500.00} extra thank u
Mortgage,"Due to a hardship, I was unable to pay my home mortgage payments. I had a first mortgage with XXXX XXXX XXXX and a equity line of credit with Bank of America. My home was foreclosed upon in XX/XX/XXXX. Both loans were real estate loans and the collateral was the home. MY COMPLAINT is with Bank of America who held the equity line of credit. BofA reported the loan as charged off initially. Then 30 months later, ( XX/XX/XXXX ) a BofA collection representative started calling me threatening a lawsuit if I did not pay the money owed on the equity line. I was asked and agreed to pay {$5000.00} to settle the account. I have attached the note and deed of trust for the equity line showing that the loan was secured initially by the property but in the aftermath, it should be shown on my credit as a chaarge off - settled for less than due and not a Foreclosure. The way BofA is reporting this on my credit is keeping me from purchasing another home for 3 years. I am requesting B of A report this as a charge off of a credit account and not a foreclosure."
Mortgage,XXXX XXXX XXXX XXXX XXXX is the investor on my mortgage note and they are unwilling to provide the assistance that other investors do for their customers. This institution received bailout money from Washington to work with customers on the terms and conditions and helping with different programs. They never once did one thing and when contacting them they take no responsibility for their requirements and point you back to the Servicer whose hands are tied tightly. Ive been dealing with this XXXX since 2008.
Mortgage,"My title report is showing a {$42000.00} XXXX lien under the name of Bank of America. This loan was paid off more than XXXX years ago. I am now trying to refinance and need this paid off lien reconveyed immediately. I also demand that I be paid the {$500.00} penalty due to me under CAL. CIV. CODE 2941 : California Code - Section 2941 : d ) The violation of this section shall make the violator liable to the person affected by the violation for all damages which that person may sustain by reason of the violation, and shall require that the violator forfeit to that person the sum of XXXX hundred dollars ( {$500.00} ). -My damages will far exceed the {$500.00} you must pay me now, if my refinance is in any way delayed or does not take place as a result of Bank of America 's error in failing to reconvey title timely. 

Thank you."
Mortgage,"Until approximately 2 years ago I believed that in XXXX of XXXX. I had purchased a manufactured home on a lot that would qualify for FHA financing. I was forced to stop making in payments in XXXX XXXX because of a job loss. After several years of trying to figure out why B o A refused to assist me with my very deeply underwater mortgage, I filed suit against Major Mortgage with B of A as successor in interest for appraisal fraud when I discovered that my house had been moved from where it had previously been lived in ( in violation of XXXX underwriting guidelines ) and that the appraisal was fraudulent. Several investigational activities were conducted and it was later discovered that the original title report was performed only on the lot and did not include the house. This issue was not part of my original suit. Additionally, I discovered that the State of Nevada performed an investigation in XXXX and determined that Trust # XXXX with XXXX XXXX, and XXXX and XXXX XXXX XXXX as beneficiaries did not own the house. They in fact never owned the house as claimed at the time of the alleged "" sale '' to me. This issue caused the State of Nevada to have XXXX XXXX hire XXXX XXXX XXXX XXXX to find out who the actual owner of the house was at the time of sale in XXXX of XXXX. This was required so that the state of Nevada could complete the process of converting the property together with the home as real property. I was never notified of this investigation. 
On XXXX XXXX, XXXX the State of Nevada Department XXXX issued an Erasure Affidavit stating that "" ... XXXX was not the owner '' as the house had been repossessed. '' It seams that a XXXX XXXX XXXX XXXX was still the owner of record with XXXX XXXX as lien holder. This remained the case until XXXX of XXXX when title to the double wide was finally transferred to me. This appears to be a clear violation of XXXX rule stating that the "" ... sale of a property must be from the owner of record and that the transaction must not involve any sale or assignment of the sales contract. '' Bank of AmericaXXXX Foreclosure Services filed a Notice of Default on XXXX XXXX XXXX against a mortgage contract that does not exist due to the fraud committed by the seller and as per XXXX XXXX regarding the voiding of conveyances made to defraud prior or subsequent purchasers of real estate. The filing of the NOD as well as the fact that they are ignoring my Notice of Rescission ( based on the lack of legal conveyance of the title to the house at time of "" sale '' -- you ca n't legally sell a house you do n't own ) dated XXXX XXXX, XXXX is a clear indication that B of A and XXXX have no regard for the law and hope to profit against the frauds committed against me. 
Mediation was conducted in XXXX, XXXX XXXX XXXX XXXX, XXXX. The local attorney contracted by XXXX XXXX ( foreclosure mill ) the day before showed up without a copy of the appraisal and without the authority to negotiate anything, but with an utter disregard for the facts regarding this case."
Mortgage,"In XXXX, faced with losing our home we asked for a remodification. In XXXX, after tacking on {$40000.00}, they offered a XXXX XXXX XXXX XXXX remodification. This was after I had submitted 13 packages, all coming back missing documents. I have hired 5 attorneys over the years. On XX/XX/XXXX, a Judge ruled that Bank of America had violated the Arkansas Statutory Foreclosure Act, buy selling our home while we were making payments. I have filed several complaints in the beginning, with Bank of America telling me "" They did not have to do anything the government tells them to do. '' So, I sued and I ligated "" pro-se '' for years. Now, they want me to summit another loan, with the acceleration as if in full force. This is in Volitation of the Act, the Judge ruled, 'as if we had gone to trial. I believe I would have proved they violated the Tarp Agreement and I would not be still after all there years fighting to keep my home I built as the XXXX XXXX 
, along with my father."
Mortgage,"Bank of America and their cohorts will wrongfully auction off my home and property via Trustee 's Sale at public auction on XX/XX/XXXX at XXXX - and knowingly so. 
As no determination by an Appeals Specialist of the Bank of America Appeals Department has generated a written decision upon completion of an appeal review and the issueance of the Appeal Report of XX/XX/XXXX granting Making Home Affordable ( MHA ) Home Affordable Modification Program ( HAMP ) Trial Payment Plan ( TPP ) to date and since recoding a Notice of Default ( NOD ) of XX/XX/XXXX publically beginning the foreclosure process, Bank of America has been engaging in dual tracking and stonewalling practices for years including, but not limited to, park and stall tactics designed to hold their customers indefinitely in limbo until separation from the mortgaged property occurs. 
To date, I have not been informed of any cancellation of Trustee 's Sale, NOD or the Notice of Trustee Sale ( NTS ) of XX/XX/XXXX by way of the recording of a Rescission withdrawing both the NOD and NTS. 
78 ) Vexatious Solicitation. 
79 ) Negligent Solicitation. 
80 ) Fraudulent Solicitation. 
81 ) Loss of consortium of real property. 
82 ) Loss of consortium of a private home. 
83 ) Civil Rights Violations ( right to exist freely and naturally without fear of retalliation ). 
All previously mentioned resolutions are desired and mandatory."
Mortgage,Bank of America added between {$30000.00} to {$40000.00} to my mortgage back in 2011. They claim I did a modification but yet never signed or agreed to anything. The time they are claiming I did this I was working XXXX in XXXX. When asked for documentation proof they had none. Now my family and I are harassed every month. We are sent a package every month from Bank of America with paperwork dated 2011 to sign for a loan modification. Then a few days later they send someone to our house even on Sundays they come by. They take pictures of our house and sometimes are vehicles. I never sign anything especially since it was not something I agreed to. I have also had to block their number from calling since they call consistently. They normally demand I send money to them for the modification but the last package offered me {$500.00} to sign. They owe me at least {$30000.00} not including finance charges for what they added. I owe much more now on my principal than what was financed. This can not be legal.
Mortgage,"On XX/XX/2015 I XXXX XXXX XXXX call Bank of America N.A . to follow up answer the Bank of America N.A..They supposed provided to CFPB when they ask for extension which they never answer to CFPB. 
The outcome was that in the follow day XX/XX/2015 Bank of America officer call me and refused to provided her name and she advice The Bank of America N.A . or any affiliated or subsidiary was not related to this case at all and they do n't have any type of interest in the residential located XXXX XXXX XXXX ; XXXX, XXXX XXXX, in controversial of a paper Motion To Amend Final Summary Judgment Of Foreclosure And Rescheduled Foreclosure Sale file in XXXX County Judicial Court at XX/XX/2015. 
I requesting to CFPB to reopen in to demands answers for Bank of America , N.A . 
I want to received the respond true United State Postal service."
Mortgage,"We are in disagreement with Bank of America Home Loans on the denial letter for a loan modification received on XXXX XXXX, 2015. We believe that Bank of America is not acting in good faith on making this decision in our loan. Based on our current financial situation, we qualify for a modification under the Hamp Program Tier 1. We believe that we meet all qualification requirements for this program. In addition, The Net Present Value Data Input and Values Chart used Bank of America to disqualified our loan modification application is based on high predatory lending rate of 7.5 % when the current mortgage loan interest rate available on the open market is less than 4.5 %. Moreover, Bank of America stated that we have poor credit score, which is not the case because cur based on Bank of America NPV report our credit score is XXXX. In today 's credit score requirement any person can qualify for a XXXX XXXX, or FHA loan with less than XXXX score. We are here appealing Bank of America 's denial decision in our loan based on the above grounds, and we ask the Bank of America comply with all Federal, State and Local laws, and provide us with this information. We will submit copy of this complaint to Bank of America."
Mortgage,"Bank of America is reporting my equity line under Derogatory Items due to the way they report to the credit bureaus. I have never been late ever. This is adversely affecting my credit score and I am unable to refinance my other properties. The value of the property dropped, and they put this on my credit report. Its not my fault it dropped. Why is this on my credit report????"
Mortgage,"To whom it may concern, Bank of America ( BOA ) has  increased my mortgage payment for the past 4 months than sold my mortgage to XXXX XXXX XXXX with fees and a higher monthly mortgage payment. I asked XXXX XXXX   to explain the increase in mortgage payment. I was told they did not receive any documents form ( BOA ) only the monthly mortgage payment ; therefore, they could not explain the increase in mortgage payment. 

To provide a little background I purchased my home in XX/XX/XXXX at a fixed 4.25 interest rate currently {$190000.00} balance and a {$60000.00} balloon payment through HUD. BOA inherited my load three months after my closing date. However, BOA wasn't given any documents from my initial mortgage company XXXX. When I requested a home modification in XXXX which I was denied. BOA discovered they didn't have any of my loan documents from XXXX. Therefore, BOA filed some type of illegal court claim to have their name listed on the Deed of Trust. This battle went on for three years ending with BOA giving HUD wrights, listing HUD on my Deed of Trust and me owing HUD {$60000.00} due at sale of my home or at the end of the 30 year loan agreement. This results in me owing more on my home than the market listed value. I'm seeking a mortgage audit to save my home and receive a doable mortgage payment. 

I can be reached at XXXX Thank you in advance for any assistance with saving my home. 

Respectfully, XXXX XXXX"
Mortgage,"Hello, I am writing this complaint regarding Bank of America and a loan they service where I am trustee. They refuse to provide any information on the mortgage and have sent me a letter regarding default even though I began making payments after my forbearance. 
I am responsible for managing the account as trustee and I have provided all necessary document several times over the past 2.5 years. After several faxes in branch and out of branch along with a typed letter that was mailed to them at their request. I was able to get authorized in the estate department about a year ago, but the customer service in the mortgage department still refuses to speak with me because they are a different department. 

I have provided every document they have requested on multiple occasions and have spoken with several managers at 3 different level. One manager said that they found the documentation, but that it was identified incorrectly in their system and that he didnt have authorly to authorize me, but that he would call me back. This has been the same story I have been told by two other managers since early XXXX. I have jumped through every hoop that they have asked and all I am asking is for them to be fair to me as well. They have all trust information on file, letters sent to them, faxes sent to them and I have not received any correspondence or progress on this. I have been dealing with this for two years. Any guidance and assistance would be greatly appreciated."
Mortgage,"Bank of America set a notice to our home in Florida on XXXX XX/XX/XXXX that we were required to provide proof of insurance. Due to COVID-19, we were not at our home and a second notice was sent on XXXX XX/XX/XXXX. Bank of America made no attempt to reach out to the insurance agent on file or reach out to us via email ( on file ) or by posting a message to our online banking account. Both XXXX XXXX  and XXXX XXXX letters referenced that the coverage period in question was XXXX to XXXX XX/XX/XXXX ( the previous year 's insurance which was already on file - policy covers XXXX XX/XX/XXXX to XXXX XX/XX/XXXX. New policy in effect covers XXXX XX/XX/XXXX to XXXX XX/XX/XXXX ). 
On XXXX XX/XX/XXXX, Bank of America issued another letter that we had 60 days to provide proof of insurance and the new dates of concern were XXXX XX/XX/XXXX through XXXX XX/XX/XXXX. Our insurance agent was contacted and a request for the declaration page was addressed. On XXXX XXXX, I uploaded to Ihaveinsurance.com/BankofAmerica per the notices we received. I confirmed on XXXX XXXX that the new policy was available to view. The previous year 's policy was already there which covered the XXXX XX/XX/XXXX to XXXX XX/XX/XXXX period. We provided the XXXX XX/XX/XXXX to XXXX XX/XX/XXXX insurance declaration page. Our policy will be renewed next XXXX so there is no reason to require insurance from XXXX XX/XX/XXXX to XXXX XX/XX/XXXX as those dates will be included in the following year 's policy. I was able to confirm that the current policy was available to view on the online XXXX XXXX XXXX portal. I then received a copy of the lender placed insurance dated XXXX XXXX through XXXX XX/XX/XXXX and the cost was added to an escrow account on my mortgage for {$8000.00}. I have attempted to resolved this with numerous phone calls to Bank of America who then must go to the underwriter. I spoke to XXXX on XXXX XXXX and he sent it back to the underwriter for a response within 10 days. On or about XXXX XXXX I spoke to a very helpful customer service rep who spoke to the underwriter and assured me this would be corrected within 10 business days. On or about XXXX XXXX I spoke to a customer service rep who could see the previous details but was not able to provide assistance as it was now in the hands of the underwriter. The have repeatedly said for over 2 months that they are reviewing the policies. Our monthly mortgage has been increased to cover for lender placed insurance. This property now has two effective insurance policies in place for the same property covering the same time periods. We can not figure out how the dates of XXXX XXXX have come into place as none of our current policies have an expiration date of XXXX XXXX. Bank of America has made no attempt to correct their error. We have been account holders for over 20 years."
Mortgage,"Once again, after successfully paying my new modification for the past 2 years, Bank of America send me a statement increasing my payment from {$380.00} ( principle and interest ) to {$620.00} ( escrow flood insurance ) As in the past 5 complaints Bank of America, intends to alter the terms of the contract I have with them. XXXX XXXX XXXX XXXX Regulatory Complaints Department XXXX XXXX Bank of America ) and I have worked together for the past 10 years trying to get my modification on terms we all could agree on. We finally agreed NO ESCROW just principle and interest. We did 3 trial payments, we signed all the paperwork and I have been paying faithfully for the past 2 years. It was agreed a 40 year modification at 2.75 % {$380.00}. I pay my own insurance and taxes. XXXX XXXX did say if I defaulted on my payment, they may have to add escrow in to the loan. I have NOT defaulted!! I just got notice from Bank Of America that they expect me to now pay {$620.00}. I did not agree to that and I can not pay that amount monthly. I pay my flood insurance yearly ain XXXX and I intend fully to continue to do so. I will be paying bank of America my agreed upon payment and nothing more. I have tried several times to reach XXXX XXXX and he does not return my calls. i have tried to come to terms with customer service and the insurance dept. and they keep switching me back and forth and are not trying to make a resolution with me. I am sure once you enter a contract with someone, you can not change the terms 2 years later. Hopefully, we can work this out without having to get an attorney involved. Bank of America is making it difficult to speak with someone with authority to help me. Thank you for anything you may be able to do to help me at this time. XXXX XXXX"
Mortgage,"I am told I will hear for bank of america and do not, in the numerous times I have been promised."
Mortgage,"Please reference complaints : XXXX XXXX XXXX These complaints contain 6 years of history requesting our mortgage owner Bank of America, the Servicer of mortgage, XXXX, and the second lien holder XXXX. Each time we received responses where one bank blamed another and not taking responsibility for failure to request the desired solution. After your agency 's effort, and our persistent complaining, we received approval for a deed-in-lieu. This was the desired resolution requested in those aforementioned complaints ( copies attached ). Bank of America then approved and issued a proposed deed-in-lieu ( copy attached ). 

What was requested is for us to move out in two weeks, which was impossible since we have over XXXX square feet of property, a XXXX car garage, and a partially finished basement. The moving company could not move until XXXX XXXX. Our move will be out of state. When requested to extend that date, we received no response. We have unsuccessfully sought assistance from the mortgage servicer XXXX. 

Additionally, the deed-in- lieu proposal from Bank of America 's attorneys provided no protection from further personal liability, unlike what my attorney has seen before. The wording in fact stated several times that they could seek any deficiency after they received the deed. Our sole assets are a government pension, social security and a XXXX retirement account. Bank of America 's attorneys have stated they required they include such deficiency statements with a deed-in-lieu. The same language could also be included in a foreclosure or short sale resolution. In past complaints Bank of America has taken no culpability stating XXXX is the servicer. Now, it is Bank of America and their attorneys who are culpable and need to remove the language that allows a deficiency judgement. 

Bank of America purchased the Loan from XXXX after XXXX took over the original mortgage in successor to XXXX. We were never notified of this until Bank of America issued a summons to us to start foreclosure proceedings. We have been in and out court with the bank attorneys can not explain the public record which does n't show the final mortgage, only a construction loan of {$600000.00} ; this perplexed the foreclosure judge. The public record also shows the 2nd mortgage and a home equity loan, which were with XXXX and XXXX, respectively. XXXX has agreed to defer the remaining balance to {$6000.00} to be paid by XXXX upon settlement. 

The second item stopping foreclosure is the Bank of America attorney can not reconcile the amount of the purported final mortgage amount, which is not filed in public record. However, documents provided by the attorney in court show a calculation error whereby the balance of the construction notice was to be increased by the extras added during the construction period. The balance was actually added to the original amount of the construction loan. 

ll"
Mortgage,"I modified my mortgage 6 years ago. After several failed attempts Bank of America decided to grant me the modification. We have gone through many hardships, I was excited about the approval and signed the paperwork, not knowing that a balloon payment of close to 300,00,00.00 was due even after all of the payments were done at the end of XXXX. The original balance was XXXX. So, they are receiving interest plus on the balloon payment plus what they are receiving monthly. That means the loan will be doubled, close to 1 million after its paid off!! Thats banking corruption! I thought its just the balance! How can banks get away with things like that? We are senior citizens!! Thats fraud! 
Bank of America is ripping people off! 
They need to dismiss that balloon payment!"
Mortgage,"Bank of America told me they would n't resubmit a check that bounced because I accidentally double paid but then they did resubmit the check and it, of course, bounced again. Their customer service guy, XXXX, said the check would n't be resubmitted but then the next day it was. 

The problem started when I overdrew my account in the first place. That was my fault. When I saw that the payment did n't go through, I submitted it again once I determined our account could cover it. I did n't know, however, that BoA policy is to re-run bounced payments. Thus, they ran the original payment through, which was covered, but my second payment now bounced. Knowing now that the bounced check was going to be run through again, I called BoA to stop that. I talked to XXXX who assured me the check would not be run through again. He practically glossed over my problem and started to ask me if I wanted to refinance my mortgage. I told him I wanted more assurance that my check would not be run again before he sold me anything. He assured me in a very unassuring way, so I asked for a case reference number. He said BoA. did n't have reference numbers but that my account would be noted that I had this conversation. I come to find out today that the check said would not be run again has, in fact, been run again, so now my account is overdrawn. BoA mortgage customer service is closed on weekends, so I ca n't to anybody until Monday. It 's Saturday morning now. I take responsibility for the original {$30.00} bounced check but this second one is BoA 's fault because XXXX was wrong about the payment not running through again. I might be on the hook for more fees because I have pending debit that might be overdrawn depending on how quickly BoA credits back my account on the second mortgage payment that XXXX said would be stopped. It was aggravating how he seemed to be more focused on selling me a product instead of providing customer service."
Mortgage,"After I was divorced, my ex Wife XXXX XXXX XXXX, applied for a Government back refinance of our old home, Bank Of America approved her application. At the time Bank of America sent me via XXXX documents to sign, which I DID NOT SIGN OR RETURN TO THEM. I still have the documents. 
They still approved her loan and she has been paying it on time and in full for XXXX years now. 
My complaint is that Bank of America lists loan number XXXX on my Credit Report, and despite multiple letters, refuses to remove this mortgage from my credit report. Making it look as if I already have a mortgage. And preventing me from buying my own VA financed home. Again today I was almost pre-approved for a home loan, but that house pops up. Paid on time and in full every month. But I DID NOT sign the loan app and it is not mine. And does not belong on my credit report."
Mortgage,I have homeowners assistance through HAF. They make a payment every month to Bank of America. Every month Bank of America always state that they can not find my payment that is sent from XXXX from the home owners assistant funding. They are now stating that they do not have my payment and I am 2 months past due. This has been happening so long. I am concerned about my home. HAF has proof that the payments are being applied
Mortgage,"This complaint is about a mistaken identity. 
My loan servicing had been switched to BofA in XXXX and all the time from then on paying my mortgage every month.to Bof A. 

I got a notice in XX/XX/2019 that my payment will go up from {$4400.00} a month to {$7200.00} per month starting XX/XX/2019. 
I called BofA right away about the increase on XX/XX/2019and I got an answer stating that there was a clinch in their system and also because the increase was against the government law. And my payment will be adjusted to less than {$4000.00} a month. 
I was relived by her statement and been waiting for the new statement reflecting the modified reduced monthly payment. 
But instead I received a new statement inXX/XX/2019 stating the same increase of {$7200.00}, I tried using the XX/XX/2019 to pay to pay XXXX payment but paying on the phone using the loan amount info and my SSN no. was telling me the loan no and SSN do not exist. The statement had the Bof A. And customer service accepted my payment was accepted for XX/XX/2019 by BofA with invalid loan no and borrower did not have a mortgage loan in record. I found this mistaken identity after I made my XX/XX/2019. I nytied to gat a nortgage loan officed I now know that there was really a glitch in their system on XX/XX/2019 and never corrected the mistaken identity of the borrowers name and the loan no. I could have done on XX/XX/2019 an action for refinance from BofA and was inform I do not have a mortgage account account all. I asked so many times about 10x why the loan no was stating it is invalid bot I did not get an answer. 

They had lied, deceive and covering up the mishap."
Mortgage,"I had NEVER missed a timely payment until Bank of America returned my check in XXXX XXXX, and has not allowed me to make any payments since. 
History:XX/XX/XXXX, I signed a contract with Countrywide for a Home Equity Line of Credit for {$65000.00}. My last withdrawal was XXXX/XXXX/XXXX, at which point I owed {$65000.00}, for which I was paying interest only for a XXXX year period, with an option to remain interest only for another XXXX year period. After the first 5 year period, I received a notice from Bank of America that said I would be going into repayment. That may have been because I was a Countrywide customer. I called to let them know I did not have the income to XXXX my payments. I applied for loan modification then and was denied ; they agreed I did not have the income to increase my monthly payment. At that time, I was told I would have to default on my current loan before I could get help. Therefore, I went on a search for someone with the authority to review my situation and grant me the option to continue paying interest only. 
I was told Bank of America is the loan servicer and I had to contact the investor, which I did XXXX, XXXX, but still have never received a response. I have the signature card proving my letter was received. I was told several times since then, that a copy of the investor letter would be sent to me, but to date I have not received XXXX. 
During this time, I continued to pay interest only and wrote a note on each payment stub that my payment was for interest only and my account is under review while waiting for a response. 
I was not asking for anything that is not already available. To continue paying interest only was an option in my contract, and is an option in the Bank of America rules for the same time period of a loan to their HELOC customers. 
On XXXX XXXX, XXXX I received a notice from Bank of America that appeared to be a scam letter stating time is running out to avoid foreclosure but not too late to apply for an alternative. I called Bank of America fraud department only to find out they had actually sent that notice, and had already filed for foreclosure. After XXXX phone calls I was told the only thing I could do was reapply for loan modification. So I did. 
Then, on XXXX XXXX, XXXX, I was served a complaint. Unjustly so, as I was waiting for results regarding the loan modification as well as the reply from the investor. I called the "" Attorneys for Plaintiff '' but the person I spoke to would not tell me how to proceed except that I had to give a response. I could not get clarification on what that means exactly, so I wrote an explanation and filed it. 
In XXXX XXXX, after six months of sending paperwork as requested and many phone calls, I received a letter stating I do not qualify for XXXX loan modification programs ; none of which are for Home Equity Line of Credit. 
I was told to reapply. I asked for payment option information so I could make an informed decision as to what I should do. The Customer Relationship Manager ordered the information XXXX times over the next XXXX months, and could not understand why she could not obtain the data. 
In XXXX XXXX, I received a letter stating I no longer have a single point of contact. No information and no answers. 
XXXX XXXX, XXXX, I received the Court approved motion for first extension of time to file pretrial statement. 
The fact that Bank of America has forced me to default on my loan and is asking the court to allow them to purchase my home is suspect. I feel they have mismanaged my Countrywide Home Equity Line of Credit. That is another reason I was denied the XXXX loan modification ; because I would not refinance my XXXX mortgage. 
I would like to pay the contracted amount due of {$65000.00}, and ask the Court to dismiss all other unknown charges and fees. I understand the loan mismanagement and predatory behavior is a separate issue."
Mortgage,"My condo lost XXXX of its value after 2008 and I now owe more than it is worth. 
I was happy to hear about HARP, only to learn that because my mortgage did not involve XXXX or XXXX XXXX I could not qualify. 
Is this right, and is it fair?"
Mortgage,"I applied for a loan modification. Bank of America sent me a letter dated XX/XX/2016, approving a loan modification. The modified payment amount is {$2200.00}. Please see attached letter. I mailed the first trial payment of {$2200.00} to Bank of America, N.A., Payment Processing, XXXX. XXXX XXXX, XXXX, TX XXXX. Bank of America received the first trial payment amount before the due date of XX/XX/2016. Bank of America sent me a letter dated XX/XX/2016, which stated that my first trial payment of {$2200.00} was not being applied and was being held "" in an unapplied funds account. '' Please see attached letter."
Mortgage,"I AM ATTEMPTING TO AVOID A FORECLOSURE SALE BY COMPLETING A SHORT SALE TRANSACTION. I HAVE BEEN IN ESCROW TO COMPLETE THAT TRANSACTION. BECAUSE OF BANK OF AMERICA 'S INCOMPETENCE, XXXX BUYER HAS WALKED AWAY. ON XXXX XXXX OF THIS YEAR MY REAL ESTATE AGENT FAXED INTO BANK OF AMERICA ALL REMAINING REQUIRED DOCUMENTS FROM THE BUYER. ON XXXX XXXX, XXXX, THE NEGOTIATOR COULD NOT FIND THE DOCUMENTS. FOR A COUPLE OF WEEKS WE WERE ATTEMPTING TO SEND AND VERIFY RECEIPT. THEY BUYER FINALLY CANCELLED. IMMEDIATELY AFTER THE BUYER CANCELLED WE INFORMED BANK OF AMERICA AND WAS FORTUNATE ENOUGH TO RECEIVE ANOTHER BUYER AT FULL LISTING PRICE. BANK OF AMERICA BLOCKED US OUT OF INPUTTING THE INFORMATION INTO THE XXXX USED FOR THESE TRANSACTIONS. IT WAS NOT UNTIL XXXX XXXX, 2015 THAT WE WERE ALLOWED TO INPUT THE NEW BUYER INFORMATION. BANK OF AMERICA DEVIOUSLY CLAIMED THE SALE WAS TAKING TOO LONG AND SET A FORECLOSURE SALE FOR XXXX XXXX, 2015."
Mortgage,"I have an interest only loan with Bank of America that is going to re-ammoritize to a XXXX year loan. My house was hit by Hurricane XXXX and has lost a significant amount of value in addition to the housing market taking a fall. My loan is not HARP eligible which would have allowed me to refinance without an appraisal thus getting out of the high risk loan I am in now. When calling Bank of America they told me they do not have an in house HARP loan that would allow me to refinance or adjust my loan for a fee. My only options from what they said is to modify the loan. In order to do so I will go on a "" trial '' payment for XXXX months. For those XXXX months they report my mortgage as late. I have worked my entire life to maintain impeccable credit. This will be devastating to my credit score. My only options beyond that are to try to sell it as a short sale or foreclose. I prefer to work within the system, I understand it is not their fault my home lost value. I just want to be able to refinance for a lower rate to make the payment more affordable. They are not willing to help. I am hoping for some advice. I have an NMLS number and have taken continuing ed. In one of the statements from the CFPB it encourages banks to refinance high risk loans with limited documentation. How do I get them to do that without affecting my credit negatively? Thank you for your time."
Mortgage,"I had a maturity date of loan XX/XX/2019. Boa want to pay me full amount of {$40000.00}. 
They dont want to make any payment plan, modification or refinance because i had a BK in past. 
My maturity date is past due 90 days a d now they want to foreclose my house on XXXX XXXX. 

I have XXXX kids i waana keep house and wan na make monthly payment and i can afford but not the total amount of XXXX at once."
Mortgage,"Well my husband did here from Bank of America within the time limit you provided to them but the problem is they contacted my husband and told him that if he had any questions that he could call them and the person would be more than happy to speak to him. The person my husband talked to was XXXX XXXX in the Regulator Complaint Department at Bank of America she was XXXX women XXXX ext XXXX. Well she set some paperwork showing us some payments we made at the time and told him we could not get the HUD taken of our loan but never gave an explanation of why, plus every time my husband called back he was never able to get her. My husband has more questions like why was the HUD placed on the loan and were is all the paperwork about the modification, and why is it we nor the mortgage company we are with have any paperwork from our loan. At this time XXXXXXXX XXXX  has no paperwork about our loan with Bank of America nor do we have a paperwork about our modification. Bank of America is one of the worst Banking institution to ever work with. I would like to no were else we can report them too. We are sure that Bank of America is doing a lot of people wrong and that if a stop is not put to it there will be a lot of people victimize by them just like we are. Please let us no were else we can report them to. First complaint # XXXX Thank you for all of you help"
Mortgage,"We are in need of funds for college education for our daughter and a few projects we would like to do for home improvement. We met with a Bank customer service agent in Bank of America XXXX XXXX, MA main branch and were told our best option was a HELOC. We were put in touch with XXXX XXXX, XXXX XXXX XXXX, XXXX # XXXX. She took our application the XXXX week of XXXX, XXXX  and felt things would go well. We added my wife to the application and we were declined because of a delinquency on her credit. XXXX then asked if it would be better to resubmit and the loan officer/underwriter she spoke with said that it would be much better if I submitted by myself. That based on everything I would have no problem getting approved. I was declined again but this time due to home value to loan balance ratios. This is something that the underwriters should have known up front, the ratio requirements are very clear cut. They should have not encouraged the application. I would have looked at other areas such as parent student loan or a Parent Plus loan. With the volatility in the market due to the time I waited ( 2+ weeks ) not looking at alternatives, rates have gone up on these other loans and I missed an opportunity to lock a lower rate and save some money. These type of incompetent banking practices at this level of the institution ( I assume fairly senior staff who have experience in these types of things ). XXXX has also filed a complaint on my behalf internally and with her manager. I have no complaint with XXXX for the record. While I probably can not change anything on the loan decision, Bank of America, who I have banked with for over 20 years, should at least acknowledge their error and apologize."
Mortgage,"On XXXX XXXX, XXXX I filed a complaint with this Agency against Bank of America. See Case No. XXXX. 

Bank of America responded to that Complaint stating it was no longer the service of the Mortgage Loan effective XXXX XXXX, XXXX, further stating those servicing rights had been transferred to XXXX Loan Servicing, ( "" XXXX '' ). The problem is Bank of America filed a foreclosure case against me on XXXX XXXX, XXXX, months after it sold its servicing rights to the loan at issue to XXXX. 

I know this because on XXXX XXXX, XXXX, I filed a complaint against XXXX asking if and when it filed the foreclosure case, and three ( 3 ) times XXXX refused to respond to that question. See Case No. XXXX. Further, XXXX sent a representative to my home on XXXX XXXX, XXXX because XXXX had not heard from me. That representative informed me that XXXX had no knowledge of any pending foreclosure matter. XXXX sending a representative to my home was a clear indication in and of itself that XXXX had no knowledge of the foreclosure proceeding. 

XXXX stated it halted the foreclosure process on XXXX XXXX, XXXX. See XXXX, XXXX Response at p. XXXX. However the foreclosure attorney continues to proceed in court even after XXXX halted the process indicating Bank of America is still controlling the process, not XXXX. 

This is outright fraud. I demand an investigation as to why and how Bank of America filed a foreclosure case against me long after it sold its right to do so to another servicer. 
Thank you in advance for your assistance in this matter."
